date,ticker,open,close,change_pct,volume
2024-03-27,CZOO,6.25,12.56,100.96000000000001,24283754
2024-03-27,GCTS.WS,0.25,0.5,100.0,1747399
2024-03-22,ZVZZT,17.99,59.68,231.73985547526405,126844
2024-03-20,XTLB,4.48,9.52,112.49999999999997,3831337
2024-03-15,VERBW,0.005,0.18,3500.0,6019612
2024-03-12,HNRA,2.0201,4.468,121.1771694470571,13746757
2024-03-11,STI,42.005,87.5,108.30853469825018,2112352
2024-03-11,XPDB,11.48,29.27,154.96515679442507,799405
2024-03-11,ASLN,5.008,13.04,160.38338658146964,3164649
2024-03-07,ZVZZT,31.01,71.39,130.21605933569813,152340
2024-03-06,APM,3.2799,9.49,189.33808957590173,82797206
2024-03-06,SWIN,21.8,47.0,115.59633027522935,2160832
2024-03-05,ZVZZT,13.32,32.01,140.3153153153153,62572
2024-03-04,ZVZZT,24.5,100.0,308.16326530612247,103274
2024-02-28,COCH,1.2599,3.51,178.59353916977537,2914189
2024-02-27,SMXT,3.5,8.0,128.57142857142858,2866879
2024-02-27,SZZL,9.01,22.5,149.72253052164262,53575
2024-02-23,ATCH,74.4,158.4,112.9032258064516,94759
2024-02-20,CPOP,3.02,7.19,138.0794701986755,70694542
2024-02-16,HOLOW,0.18,0.45,150.00000000000003,2541205
2024-02-15,TVGN,4.51,10.0,121.72949002217297,290565
2024-02-14,ENGNW,1.31,2.9,121.3740458015267,872311
2024-02-12,RNLX,0.41,1.25,204.87804878048786,52155108
2024-02-09,ZVZZT,24.97,64.71,159.1509811774129,194908
2024-02-09,INBS,32.3,67.65,109.44272445820438,8909794
2024-02-08,NSTG,0.0552,0.1162,110.5072463768116,394556402
2024-02-08,RNLX,0.265,0.5414,104.30188679245282,4869447
2024-02-07,ZVZZT,64.0,199999.99,312399.984375,438750
2024-02-07,HOLO,3008.0,14400.0,378.72340425531917,242586
2024-02-06,ZVZZT,12.1,63.87,427.85123966942143,68577
2024-01-31,ZVZZT,38.44,93.19,142.42976066597294,551962
2024-01-31,IFBD,4.8,10.88,126.66666666666669,576101
2024-01-30,MARK,0.33,1.25,278.78787878787875,238216008
2024-01-23,RVSN,3.1,6.65,114.51612903225808,107368374
2024-01-18,ZVZZT,12.1,41.08,239.50413223140492,141344
2024-01-17,MCAF,10.89,22.01,102.11202938475665,108614
2024-01-16,PHUN,7.0,21.005,200.07142857142856,32477484
2024-01-12,CRGE,0.11,0.227,106.36363636363637,461127379
2024-01-10,ZVZZT,18.18,126.0,593.0693069306931,235403
2024-01-08,ZVZZT,27.74,106.34,283.34534967555885,195552
2024-01-08,ELEV,0.8662,1.81,108.95867005310554,47790995
2024-01-05,ZVZZT,11.04,28.76,160.50724637681162,231762
2023-12-29,SNTG,2.24,5.0,123.2142857142857,48332339
2023-12-28,SIDU,4.41,11.5,160.77097505668934,18893168
2023-12-27,ROI,0.2075,0.43,107.2289156626506,143365159
