daygainer_date,daygainer_ticker,control_ticker,control_type,rvol_max,control_change_pct,control_close,price_tier
2024-05-14,MTC,ECO,normal,2.268211620736712,0.41518386714116423,33.86,high
2022-08-02,MTC,AYX,normal,2.6568964396918253,5.354166666666668,50.57,high
2024-05-14,MTC,SII,normal,2.421221088863703,1.3201320132013088,42.98,high
2025-11-04,DTCK,RUBI,failed_pump,188.96984295602635,-13.000000000000004,18.27,mid
2025-11-04,DTCK,AHTpI,normal,2.9723838056491383,-4.550345354204991,13.75,mid
2025-11-04,DTCK,NCDL,normal,2.2475708536614927,-0.34722222222222715,14.35,mid
2025-11-04,DTCK,ARX,normal,2.5037446429202395,7.767857142857153,12.07,mid
2025-11-04,DTCK,LGHT,normal,6.53882535041706,-0.08534988603849504,10.3017,mid
2025-11-03,PRLD,CRBU,failed_pump,64.06985256280596,-28.529411764705877,2.43,low
2025-11-03,PRLD,PHIO,failed_pump,2415.054615412126,-46.39769452449568,1.86,low
2025-11-03,PRLD,LGCL,normal,43.63546169410961,-6.990881458966565,3.06,low
2025-11-03,PRLD,NIPG,normal,7.332670924841535,2.3952095808383254,1.71,low
2025-11-03,PRLD,HERZ,normal,6.436923713231162,-1.7241379310344844,2.28,low
2025-10-30,BQ,TECX,failed_pump,6.657100880212203,-24.914675767918087,17.6,mid
2025-09-29,BQ,MTEN,failed_pump,4.882242883186761,-36.734693877551024,6.2,mid
2025-10-30,BQ,SBND,normal,2.918794273774769,0.07907221929362451,18.985,mid
2025-10-30,BQ,CFSB,normal,2.5837452994350674,0.0702247191011221,14.25,mid
2025-10-30,BQ,BAX,normal,4.457687142139259,1.1615628299894343,19.16,mid
2025-10-27,CODX,KITT,failed_pump,128.07885381053046,-36.39240506329115,2.01,low
2025-09-16,CODX,ODVWZ,failed_pump,8.207306523523279,-37.14285714285714,0.22,penny
2025-09-16,CODX,KTTA,normal,2.4003381788472926,0.6083547384074555,0.7442,penny
2025-10-27,CODX,CYH,normal,2.242185952635728,4.999999999999999,4.41,low
2025-10-27,CODX,TLF,normal,2.9523922853716806,-1.3093289689034382,3.015,low
2025-10-24,MAMK,GNTA,failed_pump,2145.0267876801136,-37.81344032096289,6.2,mid
2025-10-24,MAMK,BHFAO,normal,5.561010370891803,-0.37429819089208044,15.97,mid
2025-10-24,MAMK,NVCT,normal,2.5784231714330526,1.4729950900163642,6.2,mid
2025-10-24,MAMK,WU,normal,2.57422213351049,2.164009111617327,8.97,mid
2025-10-24,MAMK,PCYO,normal,3.4786135670893206,-0.2714932126696935,11.02,mid
2025-10-23,SCNX,IMCC,failed_pump,245.22846768089576,-34.11764705882352,1.68,low
2025-10-23,SCNX,ALVOW,failed_pump,2.1922983773310727,-33.928571428571416,1.85,low
2025-10-23,SCNX,GTIM,normal,11.04544692167936,-2.8708133971291896,2.03,low
2025-10-23,SCNX,UGP,normal,4.993170286060363,0.26178010471204793,3.83,low
2025-10-23,SCNX,TPET,normal,8.482758592098342,-15.151515151515147,1.12,low
2025-10-23,MSAI,IMCC,failed_pump,245.22846768089576,-34.11764705882352,1.68,low
2025-10-23,MSAI,ALVOW,failed_pump,2.1922983773310727,-33.928571428571416,1.85,low
2025-10-23,MSAI,GTIM,normal,11.04544692167936,-2.8708133971291896,2.03,low
2025-10-23,MSAI,UGP,normal,4.993170286060363,0.26178010471204793,3.83,low
2025-10-23,MSAI,TPET,normal,8.482758592098342,-15.151515151515147,1.12,low
2025-05-19,ARMP,HCTI,failed_pump,38.25299352045593,-34.53237410071943,2.2659,low
2025-05-19,ARMP,FATBW,failed_pump,9.794719440960883,0.7556675062972242,4.0,low
2025-05-19,ARMP,INZY,normal,2.095524579545715,1.2690355329949305,3.99,low
2025-10-22,ARMP,AMTB,normal,3.1442347303521645,-3.9587852494577023,17.71,mid
2025-10-22,ARMP,LCFYW,normal,9.397630201157344,-0.15625000000001055,6.39,mid
2024-07-05,BENF,XHG,failed_pump,554.1792042795051,1.8018018018018018,452.0,high
2024-05-03,BENF,KUKE,failed_pump,3.5468293174715195,-6.137184115523463,26.0,high
2024-05-03,BENF,FLYU,normal,3.008443465491924,-2.1816787201402583,44.6345,high
2024-05-03,BENF,CSTL,normal,5.29147224839669,3.531914893617014,24.33,high
2024-07-05,BENF,AEMB,normal,3.8011179758752576,-0.20703933747411568,38.56,high
2025-10-21,RYOJ,NERV,failed_pump,240.63908411712285,-4.896142433234423,6.41,mid
2025-10-21,RYOJ,GSIT,failed_pump,10.15555852564124,-30.739795918367353,10.86,mid
2025-10-21,RYOJ,ICRpA,normal,2.171456368807065,-1.5345268542199524,19.25,mid
2025-10-21,RYOJ,YDKG,normal,25.49866987610776,-4.70588235294118,5.67,mid
2025-10-21,RYOJ,PTEN,normal,2.4475711969249616,2.5510204081632715,6.03,mid
2025-10-16,IVF,HSDT,failed_pump,2.9835662721329355,-35.850253807106604,10.11,mid
2025-10-16,IVF,YDKG,failed_pump,37.58075570443046,-43.21280379371666,9.58,mid
2025-10-16,IVF,RBKB,normal,2.3278894163366703,-4.792626728110595,10.33,mid
2025-10-16,IVF,AXUP,normal,2.0624753012103554,0.1124859392575904,17.8,mid
2025-10-16,IVF,SJB,normal,3.1035362142373124,0.4548408057180005,15.46,mid
2024-10-21,GNPX,BIVI,failed_pump,50.119922443572115,-35.853658536585364,26.3,high
2024-10-21,GNPX,SYTA,failed_pump,378.98923490000254,-30.56603773584906,73.6,high
2025-10-15,GNPX,EWS,normal,2.129657838960461,-1.9532612486920202,28.11,high
2022-01-03,GNPX,IHF,normal,3.7606337791651026,0.1376651982378825,58.192,high
2022-01-03,GNPX,DRN,normal,2.9014311435226245,-3.1606386445096204,29.72,high
2025-10-15,TOVX,COOTW,failed_pump,67.26147126854562,-25.61111111111111,0.1339,penny
2025-10-15,TOVX,FMSTW,failed_pump,2.2268234204905393,8.440000000000003,0.8133,penny
2025-10-15,TOVX,PCLA,normal,3.4935925534383623,6.146341463414635,0.4352,penny
2025-10-15,TOVX,KTTA,normal,2.397169713189346,2.5248226950354664,0.7228,penny
2025-10-15,TOVX,CXAI,normal,2.562938922782134,-0.8663217422692798,0.8239,penny
2025-10-14,AQMS,PAVS,failed_pump,5.136201939476633,-27.065934065934062,66.37,high
2025-10-14,AQMS,IAPR,normal,3.1831944234363343,0.5658291457286336,30.0189,high
2025-10-14,AQMS,VOLT,normal,2.1500274577999763,1.3563919972872234,29.89,high
2025-10-14,AQMS,IYJ,normal,2.33451290391332,2.328190743338004,145.92,high
2025-10-14,AQMS,BOAT,normal,3.8593518132461795,0.8828217737832825,29.7453,high
2025-10-14,AWX,BDJ,normal,2.0330279430967884,1.216814159292049,9.15,mid
2025-10-14,AWX,DAAQU,normal,2.489533699601463,-0.18832391713747246,10.6,mid
2025-10-14,AWX,SDD,normal,9.368582040637973,-2.693726937269374,13.185,mid
2025-10-14,AWX,CGABL,normal,3.7864473287051013,0.054794520547953765,18.26,mid
2025-10-14,AWX,GHI,normal,2.523972225283809,-0.20100502512562388,9.93,mid
2025-10-13,ELBM,SPDN,normal,2.3063650371955986,-0.5144032921810773,9.67,mid
2025-10-13,ELBM,PGZ,normal,2.1850487932665668,0.0961538461538441,10.41,mid
2025-10-13,ELBM,SHPD,normal,2.9139963080418423,0.003636344746271039,19.2508,mid
2025-10-13,ELBM,FDRV,normal,11.75877095410707,2.899340922708199,17.1739,mid
2025-10-13,ELBM,NB,normal,3.7818410948397885,4.476234425472998,11.32,mid
2024-03-11,STI,IVP,failed_pump,4.118906703120432,-17.937219730941703,137.25,high
2024-03-11,STI,SGD,failed_pump,5.259876076114584,-17.137928448211206,22.096,high
